L 12/18/2020 - 23:07:08: [l4d_texture_manager_block.smx] .:[Name: messias☪ | STEAMID: STEAM_1:0:77544985 | mat_hdr_level: 0]:.
L 03/08/2021 - 17:56:26: [l4d_texture_manager_block.smx] .:[Name: Frank1123 | STEAMID: STEAM_1:0:571901782 | mat_hdr_level: 0]:.
L 04/01/2021 - 12:36:44: [l4d_texture_manager_block.smx] .:[Name: ★ Lunatico ☭ | STEAMID: STEAM_1:0:569887203 | mat_hdr_level: 0]:.
L 04/20/2021 - 17:43:50: [l4d_texture_manager_block.smx] .:[Name: Chupapimuñaño | STEAMID: STEAM_1:1:574413023 | FOV-Cheating: cl_fov(fov_override) 110]:.
L 04/24/2021 - 18:48:24: [l4d_texture_manager_block.smx] .:[Name: AlexanderZSonk | STEAMID: STEAM_1:0:188255243 | mat_hdr_level: 0]:.
L 04/25/2021 - 22:01:58: [l4d_texture_manager_block.smx] .:[Name: TVudumaggot666 | STEAMID: STEAM_1:1:574413023 | FOV-Cheating: cl_fov(fov_override) 110]:.
L 04/27/2021 - 17:50:16: [l4d_texture_manager_block.smx] .:[Name: monkEz | STEAMID: STEAM_1:1:521854606 | mat_hdr_level: 0]:.
L 04/27/2021 - 17:56:44: [l4d_texture_manager_block.smx] .:[Name: -Matias- | STEAMID: STEAM_1:0:191606613 | FOV-Cheating: cl_fov(fov_override) 110]:.
L 04/28/2021 - 21:20:59: [l4d_texture_manager_block.smx] .:[Name: 亗✞[™]VคleภtiภoYŦ� | STEAMID: STEAM_1:1:452950105 | mat_hdr_level: 0]:.
L 05/03/2021 - 17:05:05: [l4d_texture_manager_block.smx] .:[Name: chiro | STEAMID: STEAM_1:0:63564091 | mat_hdr_level: 0]:.
L 05/03/2021 - 17:05:05: [l4d_texture_manager_block.smx] .:[Name: chiro | STEAMID: STEAM_1:0:63564091 | mat_hdr_level: 0]:.
L 05/03/2021 - 17:36:19: [l4d_texture_manager_block.smx] .:[Name: Sleep | STEAMID: STEAM_1:0:441125322 | mat_hdr_level: 0]:.
L 05/03/2021 - 17:36:19: [l4d_texture_manager_block.smx] .:[Name: Sleep | STEAMID: STEAM_1:0:441125322 | mat_hdr_level: 0]:.
L 05/03/2021 - 17:36:19: [l4d_texture_manager_block.smx] .:[Name: Sleep | STEAMID: STEAM_1:0:441125322 | mat_hdr_level: 0]:.
L 05/03/2021 - 17:36:19: [l4d_texture_manager_block.smx] .:[Name: Sleep | STEAMID: STEAM_1:0:441125322 | mat_hdr_level: 0]:.
L 05/03/2021 - 17:36:19: [l4d_texture_manager_block.smx] .:[Name: Sleep | STEAMID: STEAM_1:0:441125322 | mat_hdr_level: 0]:.
L 05/03/2021 - 21:58:15: [l4d_texture_manager_block.smx] .:[Name: ボンク | STEAMID: STEAM_1:1:466979293 | FOV-Cheating: cl_fov(fov_override) 135]:.
L 05/08/2021 - 19:37:09: [l4d_texture_manager_block.smx] .:[Name: Zs | STEAMID: STEAM_1:0:508156784 | mat_hdr_level: 0]:.
L 05/08/2021 - 19:38:00: [l4d_texture_manager_block.smx] .:[Name: terminetti | STEAMID: STEAM_1:0:504432484 | mat_hdr_level: 0]:.
L 05/11/2021 - 18:50:16: [l4d_texture_manager_block.smx] .:[Name: chiro | STEAMID: STEAM_1:0:63564091 | mat_hdr_level: 0]:.
L 05/20/2021 - 18:06:41: [l4d_texture_manager_block.smx] .:[Name: ボンク | STEAMID: STEAM_1:1:466979293 | FOV-Cheating: cl_fov(fov_override) 135]:.
L 05/21/2021 - 15:01:37: [l4d_texture_manager_block.smx] .:[Name: Pichonsito-2 | STEAMID: STEAM_1:1:556120599 | mat_hdr_level: 0]:.
L 05/21/2021 - 15:13:24: [l4d_texture_manager_block.smx] .:[Name: monkEz | STEAMID: STEAM_1:1:521854606 | mat_hdr_level: 0]:.
L 05/22/2021 - 12:42:00: [l4d_texture_manager_block.smx] .:[Name: Jᴏsᴇツ | STEAMID: STEAM_1:1:563180812 | mat_hdr_level: 0]:.
L 05/29/2021 - 17:50:24: [l4d_texture_manager_block.smx] .:[Name:  [E]nd    | STEAMID: STEAM_1:0:124384344 | mat_hdr_level: 0]:.
L 06/12/2021 - 11:13:13: [l4d_texture_manager_block.smx] .:[Name: ᠌༻❀༺[AlιvE]༻❀༺ | STEAMID: STEAM_1:1:428294466 | FOV-Cheating: cl_fov(fov_override) 110]:.
L 06/12/2021 - 11:23:43: [l4d_texture_manager_block.smx] .:[Name: ᠌༻❀༺[AlιvE]༻❀༺ | STEAMID: STEAM_1:1:428294466 | FOV-Cheating: cl_fov(fov_override) 110]:.
L 06/14/2021 - 17:03:34: [l4d_texture_manager_block.smx] .:[Name: Levi Ackerman | STEAMID: STEAM_1:1:571849847 | mat_hdr_level: 0]:.
L 06/14/2021 - 17:03:34: [l4d_texture_manager_block.smx] .:[Name: Levi Ackerman | STEAMID: STEAM_1:1:571849847 | mat_hdr_level: 0]:.
L 06/14/2021 - 17:13:01: [l4d_texture_manager_block.smx] .:[Name: Levi Ackerman | STEAMID: STEAM_1:1:571849847 | mat_hdr_level: 0]:.
L 06/14/2021 - 17:13:01: [l4d_texture_manager_block.smx] .:[Name: Levi Ackerman | STEAMID: STEAM_1:1:571849847 | mat_hdr_level: 0]:.
L 06/14/2021 - 17:50:49: [l4d_texture_manager_block.smx] .:[Name: Car whatsapp | STEAMID: STEAM_1:0:566659840 | mat_hdr_level: 0]:.
L 06/14/2021 - 17:50:49: [l4d_texture_manager_block.smx] .:[Name: Car whatsapp | STEAMID: STEAM_1:0:566659840 | mat_hdr_level: 0]:.
